id,spoken_languages,title
159389,"[{'iso_639_1': 'en', 'name': 'English'}]",TalhotBlond
125911,[],EM
19598,"[{'iso_639_1': 'en', 'name': 'English'}]",Leaving Barstow
100061,"[{'iso_639_1': 'ps', 'name': 'پښتو'}]",Son of a Lion
121604,[],The Wee Man
55012,[],Wolves In The Snow
56766,"[{'iso_639_1': 'en', 'name': 'English'}]",The Riverman
110122,"[{'iso_639_1': 'en', 'name': 'English'}]",Astronaut: The Last Push
115290,"[{'iso_639_1': 'en', 'name': 'English'}]",Blue Lagoon: The Awakening
96995,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",A Change of Heart
82626,"[{'iso_639_1': 'en', 'name': 'English'}]",16-love
174341,"[{'iso_639_1': 'en', 'name': 'English'}]",Some Velvet Morning
108322,"[{'iso_639_1': 'en', 'name': 'English'}]",Tracks
6962,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",The Hunt for the Hidden Relic
16355,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Sonic The Hedgehog: The Movie
54099,[],Hyenas
49701,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Le coup du berger
45948,"[{'iso_639_1': 'fr', 'name': 'Français'}]",A Story of Water
143344,"[{'iso_639_1': 'es', 'name': 'Español'}]",El truco del manco
49711,"[{'iso_639_1': 'fr', 'name': 'Français'}]",The Laboratory of Fear
43027,"[{'iso_639_1': 'bn', 'name': 'বাংলা'}]",Teen Kanya
45997,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Who Killed Pasolini?
46769,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Vingt-quatre heures de la vie d'un clown
60087,"[{'iso_639_1': 'en', 'name': 'English'}]",Black Heat
29420,"[{'iso_639_1': 'en', 'name': 'English'}]",Cinderella 2000
29419,"[{'iso_639_1': 'en', 'name': 'English'}]",Carnival Magic
81937,"[{'iso_639_1': 'en', 'name': 'English'}]",Dynamite Brothers
3125,"[{'iso_639_1': 'en', 'name': 'English'}]",Dracula vs. Frankenstein
42477,"[{'iso_639_1': 'en', 'name': 'English'}]",Brain of Blood
82667,"[{'iso_639_1': 'en', 'name': 'English'}]",Five Bloody Graves
37042,"[{'iso_639_1': 'en', 'name': 'English'}]",Satan's Sadists
5742,"[{'iso_639_1': 'en', 'name': 'English'}]","Cherry, Harry & Raquel!"
5747,"[{'iso_639_1': 'en', 'name': 'English'}]",Common Law Cabin
5744,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Fanny Hill
5648,"[{'iso_639_1': 'en', 'name': 'English'}]",The Immoral Mr. Teas
5748,"[{'iso_639_1': 'en', 'name': 'English'}]",Good Morning... and Goodbye!
22373,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Saturn in Opposition
254472,"[{'iso_639_1': 'en', 'name': 'English'}]",Stung
270771,"[{'iso_639_1': 'en', 'name': 'English'}]",The Last Survivors
248934,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Beloved Sisters
347157,[],Syksyllä kaikki on toisin
129552,[],"Helsinki, Forever"
126692,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Prelude: Dog Star Man
85110,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Dog Star Man: Part I
127148,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Dog Star Man: Part II
127320,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Dog Star Man: Part III
127323,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Dog Star Man: Part IV
207454,"[{'iso_639_1': 'en', 'name': 'English'}]",Mystery Woman
141603,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Hooligan
264999,"[{'iso_639_1': 'en', 'name': 'English'}]",Magic Mike XXL
26599,"[{'iso_639_1': 'en', 'name': 'English'}]",Duel of Hearts
260840,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Casa dell'amore... la polizia interviene
346490,"[{'iso_639_1': 'sq', 'name': 'shqip'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'sr', 'name': 'Srpski'}]",Babai
289891,"[{'iso_639_1': 'en', 'name': 'English'}]",Jackie & Ryan
200511,"[{'iso_639_1': 'en', 'name': 'English'}]",7 Minutes
72808,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The Flesh
148757,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The House of Smiles
198466,"[{'iso_639_1': 'fr', 'name': 'Français'}]",I Love You
81787,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The Future Is Woman
53914,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",The Story of Piera
53648,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Seeking Asylum
3935,"[{'iso_639_1': 'fr', 'name': 'Français'}]",The Last Woman
63176,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Liza
81775,"[{'iso_639_1': 'es', 'name': 'Español'}]",The Audience
108179,[],The Seed of Man
99095,"[{'iso_639_1': 'it', 'name': 'Italiano'}]","Oggi, domani, dopodomani"
150605,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The Wedding March
61823,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",The Ape Woman
67378,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The Conjugal Bed
99883,"[{'iso_639_1': 'es', 'name': 'Español'}]",The Wheelchair
110924,"[{'iso_639_1': 'es', 'name': 'Español'}]",The Little Apartment
93907,"[{'iso_639_1': 'en', 'name': 'English'}]",Los Chicos
348090,[],The Black Kung Fu Experience
85956,[],The New Year
172824,"[{'iso_639_1': 'en', 'name': 'English'}]",Loves Her Gun
112963,"[{'iso_639_1': 'en', 'name': 'English'}]",Vacation!
172548,[],Good Night
155724,"[{'iso_639_1': 'en', 'name': 'English'}]",Escape Clause
179603,"[{'iso_639_1': 'en', 'name': 'English'}]",Woman in the Dark
70046,"[{'iso_639_1': 'en', 'name': 'English'}]",Grave Secrets: The Legacy of Hilltop Drive
201350,"[{'iso_639_1': 'en', 'name': 'English'}]",The Confession
60662,"[{'iso_639_1': 'en', 'name': 'English'}]",Fifteen and Pregnant
42916,"[{'iso_639_1': 'en', 'name': 'English'}]",Fading of the Cries
226188,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Hidden Away
137310,"[{'iso_639_1': 'en', 'name': 'English'}]",Wild Hearts
332354,"[{'iso_639_1': 'es', 'name': 'Español'}]",Rey gitano
248426,"[{'iso_639_1': 'en', 'name': 'English'}]",Babysitter Massacre
107262,[],A Real American Hero
56608,[],Darkness Falls
169594,[],The Nostradamus Kid
251544,[],The Secret Pact
101176,"[{'iso_639_1': 'en', 'name': 'English'}]",The Butterfly Room
42971,"[{'iso_639_1': 'en', 'name': 'English'}]",Mrs. Ashboro's Cat
172729,"[{'iso_639_1': 'en', 'name': 'English'}]",An American Terror
71884,"[{'iso_639_1': 'en', 'name': 'English'}]",Model Behavior
46227,[],Susie Q
261041,"[{'iso_639_1': 'en', 'name': 'English'}]",The Search for General Tso
253263,"[{'iso_639_1': 'en', 'name': 'English'}]",The Immortalists
98349,"[{'iso_639_1': 'en', 'name': 'English'}]",Love Comes Lately
75329,"[{'iso_639_1': 'en', 'name': 'English'}]",Dimensions
59147,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Bits & Pieces
33429,"[{'iso_639_1': 'en', 'name': 'English'}]",Helen
75657,[],Screwed
305969,"[{'iso_639_1': 'en', 'name': 'English'}]",Forever's End
68050,"[{'iso_639_1': 'en', 'name': 'English'}]",Copkiller
41771,"[{'iso_639_1': 'en', 'name': 'English'}]",Tale of a Vampire
59171,"[{'iso_639_1': 'en', 'name': 'English'}]",The Lady and the Highwayman
114221,"[{'iso_639_1': 'en', 'name': 'English'}]",Strange Girls
15638,"[{'iso_639_1': 'hy', 'name': ''}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Ultimate Heist
57709,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Battle of the Brave
151923,"[{'iso_639_1': 'en', 'name': 'English'}]",Gross Misconduct
77625,"[{'iso_639_1': 'en', 'name': 'English'}]",Moving Target
221161,"[{'iso_639_1': 'en', 'name': 'English'}]",Devoured
270221,"[{'iso_639_1': 'en', 'name': 'English'}]",Neverlake
66590,[],Callie & Son
120457,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Drifters
101956,"[{'iso_639_1': 'en', 'name': 'English'}]",El camino
278927,"[{'iso_639_1': 'en', 'name': 'English'}]",The Jungle Book
65973,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans
303857,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Dragon Ball Z: Resurrection 'F'
113525,"[{'iso_639_1': 'en', 'name': 'English'}]",Embryo
82191,"[{'iso_639_1': 'en', 'name': 'English'}]",Flight of the Doves
169962,"[{'iso_639_1': 'en', 'name': 'English'}]",Counterpoint
344560,[],Stonemouth
131830,[],"Rag. Arturo De Fanti, bancario precario"
37501,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Vieni avanti cretino
156140,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",To My Dear Mother on Her Birthday
87194,[],Señor Droopy
316002,"[{'iso_639_1': 'en', 'name': 'English'}]",Accidental Love
206514,"[{'iso_639_1': 'en', 'name': 'English'}]","I, Claudius"
27379,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",The Apocalypse Code
41419,"[{'iso_639_1': 'en', 'name': 'English'}]",Mammoth
32158,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",The Restless
113958,"[{'iso_639_1': 'en', 'name': 'English'}]",Love Thy Neighbor
316654,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Bombay Velvet
112672,"[{'iso_639_1': 'en', 'name': 'English'}]",Ambush at Cimarron Pass
70669,"[{'iso_639_1': 'no', 'name': 'Norsk'}]",Dark Souls
126306,"[{'iso_639_1': 'en', 'name': 'English'}]",Sugar
259075,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Cave of the Sharks
294819,"[{'iso_639_1': 'it', 'name': 'Italiano'}]","Colpo grosso, grossissimo...anzi probabile"
105087,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Cross Current
27743,[],Serial Killing 101
293270,[],Sistemo l'America e torno
124504,[],What Am I Doing in the Middle of the Revolution?
53121,"[{'iso_639_1': 'en', 'name': 'English'}]",Barking Water
114594,"[{'iso_639_1': 'en', 'name': 'English'}]",Monk Dawson
172469,"[{'iso_639_1': 'en', 'name': 'English'}]",Love & Air Sex
197626,"[{'iso_639_1': 'en', 'name': 'English'}]",Casualties
126841,[],Jack Brown: Genius
297621,"[{'iso_639_1': 'en', 'name': 'English'}]",There's Always Woodstock
45377,"[{'iso_639_1': 'en', 'name': 'English'}]",Death Sentence
167153,"[{'iso_639_1': 'en', 'name': 'English'}]",Maladies
23691,"[{'iso_639_1': 'en', 'name': 'English'}]",The Initiation of Sarah
80327,"[{'iso_639_1': 'en', 'name': 'English'}]",I Am I
204607,[],Muirhouse
143547,"[{'iso_639_1': 'en', 'name': 'English'}]",Silent Tongue
61542,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Funkytown
137484,"[{'iso_639_1': 'en', 'name': 'English'}]",New Year
39242,"[{'iso_639_1': 'en', 'name': 'English'}]",The Other Me
34557,"[{'iso_639_1': 'en', 'name': 'English'}]",Turn the Beat Around
78096,"[{'iso_639_1': 'en', 'name': 'English'}]",The Two Mr. Kissels
102931,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Silent Witness
188529,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]",Victoria Day
285856,"[{'iso_639_1': 'en', 'name': 'English'}]",Big Muddy
73353,"[{'iso_639_1': 'en', 'name': 'English'}]",Man in the Mirror: The Michael Jackson Story
20227,"[{'iso_639_1': 'en', 'name': 'English'}]",Michael Jackson Dangerous Tour - Bucharest - 1992
17022,[],Michael Jackson: Number Ones
101752,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Tsumugi
319090,"[{'iso_639_1': 'zh', 'name': '普通话'}]",The Chinese Mayor
129067,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Hunger
41141,[],The Border
203801,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",The Man from U.N.C.L.E.
320385,"[{'iso_639_1': 'en', 'name': 'English'}]",The Widowmaker
293625,"[{'iso_639_1': 'en', 'name': 'English'}]",The Ritual
172785,"[{'iso_639_1': 'en', 'name': 'English'}]",Expecting
38246,"[{'iso_639_1': 'en', 'name': 'English'}]",Servants of Twilight
44952,"[{'iso_639_1': 'en', 'name': 'English'}]",Last Day of Summer
63971,"[{'iso_639_1': 'en', 'name': 'English'}]",Deserter
240737,"[{'iso_639_1': 'en', 'name': 'English'}]",Live at the Foxes Den
74546,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Pulsar
112878,"[{'iso_639_1': 'en', 'name': 'English'}]",The Opponent
137683,"[{'iso_639_1': 'en', 'name': 'English'}]",The Kitchen
134018,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",House of the Sleeping Beauties
163583,"[{'iso_639_1': 'en', 'name': 'English'}]",River's End
82634,"[{'iso_639_1': 'en', 'name': 'English'}]",Pinprick
323027,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Justice League: Gods and Monsters
83785,"[{'iso_639_1': 'en', 'name': 'English'}]",Her Fatal Flaw
133738,"[{'iso_639_1': 'en', 'name': 'English'}]",186 Dollars to Freedom
41950,"[{'iso_639_1': 'en', 'name': 'English'}]",Call Me
212752,"[{'iso_639_1': 'en', 'name': 'English'}]",Cinemanovels
77852,[],Enigma
12638,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Kill Cruise
62557,[],Fetish
219248,"[{'iso_639_1': 'en', 'name': 'English'}]",Wicked Ways
14983,"[{'iso_639_1': 'en', 'name': 'English'}]",Carver
169644,"[{'iso_639_1': 'en', 'name': 'English'}]",Stalled
87884,"[{'iso_639_1': 'en', 'name': 'English'}]",The Teacher
128612,"[{'iso_639_1': 'en', 'name': 'English'}]",Invader
83583,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",The Chateau Meroux
199056,[],The Big Ask
41342,"[{'iso_639_1': 'en', 'name': 'English'}]",Baseline
331737,[],All Eyes And Ears
286372,"[{'iso_639_1': 'en', 'name': 'English'}]",Treehouse
337879,"[{'iso_639_1': 'en', 'name': 'English'}]",Sorrow
338234,[],The Livingston Gardener
215023,"[{'iso_639_1': 'en', 'name': 'English'}]",Greg Fitzsimmons: Life on Stage
188758,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Nothing Bad Can Happen
255798,"[{'iso_639_1': 'en', 'name': 'English'}]",Burying the Ex
287689,"[{'iso_639_1': 'en', 'name': 'English'}]",7 Days in Hell
333594,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Echoes Of War
285783,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",The Walk
300671,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",13 Hours: The Secret Soldiers of Benghazi
324670,"[{'iso_639_1': 'en', 'name': 'English'}]",Spectral
273169,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",French Women
74645,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Mondo Candido
134679,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Meet Him And Die
319167,[],Station to Station
154980,"[{'iso_639_1': 'fr', 'name': 'Français'}]",East Wind
277582,[],Monk With a Camera
156084,"[{'iso_639_1': 'en', 'name': 'English'}]",The Town That Was
343934,"[{'iso_639_1': 'en', 'name': 'English'}]",Staten Island Summer
66346,"[{'iso_639_1': 'ta', 'name': 'தமிழ்'}]",Aalavandhan
127856,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Augustine
48412,"[{'iso_639_1': 'en', 'name': 'English'}]",Battle of the Coral Sea
29964,"[{'iso_639_1': 'en', 'name': 'English'}]",Haunts
104974,"[{'iso_639_1': 'en', 'name': 'English'}]",Captain Apache
159324,"[{'iso_639_1': 'en', 'name': 'English'}]",Calendar Girl Murders
88658,"[{'iso_639_1': 'en', 'name': 'English'}]",Cold Feet
308077,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Nasty Baby
348499,"[{'iso_639_1': 'en', 'name': 'English'}]",Bad Night
348507,[],Breaking the Silence
348528,[],This Is Not an Exit: The Fictional World of Bret Easton Ellis
62134,[],Paparazzi
57311,"[{'iso_639_1': 'fr', 'name': 'Français'}]","Thelma, Louise et Chantal"
54627,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Azzurro
77000,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Bar Sport
85038,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Welcome to the North
61940,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Some Say No
24168,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Come Dio comanda
58444,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Women Vs Men
42679,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Giulia Doesn't Date at Night
56041,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Unlikely Revolutionaries
139504,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The Commander and the Stork
63190,[],The Father and the Foreigner
147868,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The Worst Christmas of My Life
63365,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The First Assignment
133788,[],Il rosso e il blu
108664,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Isole
23509,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Italians
73869,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The Last Man on Earth
46128,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",La bella società
57713,[],La scuola è finita
77944,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",La peggior settimana della mia vita
58518,[],La vita facile
22182,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Lezioni di cioccolato
56844,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The White Space
56014,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Men Vs Women
59570,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Escort in love
58453,[],Niente paura
60650,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Tous les soleils
145872,[],Scattered Cloud
56400,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",A Matter of Heart
58531,"[{'iso_639_1': 'sq', 'name': 'shqip'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Saimir's decision
72057,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Sorelle Mai
123375,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",A Special Day
160844,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Una donna per la vita
49850,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",A Quiet Life
169692,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The Landlords
137315,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Every Blessed Day
219067,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Venti anni
166262,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",All'ultima spiaggia
141810,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Gli equilibristi
162282,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",A Perfect Family
58013,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The Santa Claus Gang
146364,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Cosimo and Nicole
238705,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The Bad Child
195544,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Crazy Me
171826,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",All Against All
175116,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Out of the Blue
156547,[],Mai Stati Uniti
158182,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'pt', 'name': 'Português'}]",There Will Come a Day
184681,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Tutto parla di te
270479,[],Ammutta muddica al cinema
178915,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Welcome Mr. President!
186982,[],Passione sinistra
182415,"[{'iso_639_1': 'it', 'name': 'Italiano'}]","Bianca come il latte, rossa come il sangue"
169069,[],Studio illegale
201010,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Cha cha cha
58204,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Love & Slaps
250219,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",I Can Quit Whenever I Want
249457,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",La gente che sta bene
191820,"[{'iso_639_1': 'en', 'name': 'English'}]",The Devil's Violinist
153774,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",The Future
262789,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Ti ricordi di me?
24243,"[{'iso_639_1': 'pt', 'name': 'Português'}]",As Melhores Coisas do Mundo
247218,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Un boss in salotto
231565,"[{'iso_639_1': 'it', 'name': 'Italiano'}]","Zoran, il mio nipote scemo"
197089,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",A Castle in Italy
215628,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The Human Factor
226936,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Aspirante vedovo
234356,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",L'ultima ruota del carro
56853,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",We Believed
228290,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Una piccola impresa meridionale
235208,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Come il vento
287935,"[{'iso_639_1': 'en', 'name': 'English'}]",Midnight Sun
301272,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Andiamo a quel paese
262785,[],I corpi estranei
348544,[],Roanoke: The Lost Colony
38328,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Che ne sarà di noi
57112,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Tu la conosci Claudia?
42808,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",The Man Who Will Come
58703,[],La scuola
57110,[],The Yes Man
58714,[],Due partite
62349,[],Alza la testa
84739,[],Break Free
42675,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Genitori & figli:) - Agitare bene prima dell'uso
56994,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The Second Wedding Night
51917,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",A Whole Life Ahead
56974,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Black and White
23619,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",We Can Do That
58011,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Let's Hope It's a Girl
58400,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Just a Father
15681,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Ex
53957,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",La matassa
56339,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Qualunquemente
35554,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Cado dalle nubi
58060,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The Jewel
78854,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Scialla!
62029,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Bingo Bongo
105884,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Ale e Franz - È tanto che aspetti?
165550,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Provocateur
85009,"[{'iso_639_1': 'en', 'name': 'English'}]",Too Scared to Scream
18441,"[{'iso_639_1': 'en', 'name': 'English'}]",Death of a Ghost Hunter
292988,"[{'iso_639_1': 'en', 'name': 'English'}]",Dark Mountain
273511,"[{'iso_639_1': 'en', 'name': 'English'}]",Ghost of Goodnight Lane
80473,"[{'iso_639_1': 'en', 'name': 'English'}]",Black Day Blue Night
257975,"[{'iso_639_1': 'en', 'name': 'English'}]",After Death
301748,"[{'iso_639_1': 'en', 'name': 'English'}]",The Opposite Sex
82115,[],Skew
89847,"[{'iso_639_1': 'en', 'name': 'English'}]",Modus Operandi
273084,"[{'iso_639_1': 'en', 'name': 'English'}]",Bipolar
128625,"[{'iso_639_1': 'en', 'name': 'English'}]",Rudyland
191094,[],The Employer
38162,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Top of the World
290235,[],Find Me
129530,"[{'iso_639_1': 'en', 'name': 'English'}]",Brutal
28741,[],I Can See You
219645,"[{'iso_639_1': 'en', 'name': 'English'}]",Criminal Passion
124054,"[{'iso_639_1': 'en', 'name': 'English'}]",Shark Week
348574,[],Annie's Garden
336560,"[{'iso_639_1': 'en', 'name': 'English'}]",Lake Placid vs. Anaconda
292607,"[{'iso_639_1': 'en', 'name': 'English'}]",The Rise and Rise of Bitcoin
45939,"[{'iso_639_1': 'fr', 'name': 'Français'}]",President
299245,"[{'iso_639_1': 'en', 'name': 'English'}]",The Gallows
78339,"[{'iso_639_1': 'en', 'name': 'English'}]",Memory Lane
51986,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Tangled
239417,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ky', 'name': '??????'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",The Wedding Chest
280512,"[{'iso_639_1': 'en', 'name': 'English'}]",Christian Finnegan: The Fun Part
295368,"[{'iso_639_1': 'en', 'name': 'English'}]",Elon Gold: Chosen and Taken
